"Records","410","435","460","485","510","535","560","585","610","645","680","705","730","760","810","860","900","940","Capacitity Moist","Temp","Moist","EC (u/10 gram)","Ph","Nitro (mg/10 g)","Posh Nitro (mg/10 g)","Pota Nitro (mg/10 g)"
"199_0ml-4","774.02","162.66","406.26","108.91","207.53","188.76","33.74","41.32","182.62","56.12","114.7","10.73","21.84","21.74","45.25","155.76","16.71","7.08","2625","31.5","0","0","7.34","0","0","0"
"199_0ml-5","774.02","161.71","406.26","108.07","206.78","188.76","33.74","41.32","181.46","56.12","114.7","10.73","21.84","20.93","44.39","155.76","16.71","7.08","2594","31.5","0","0","7.34","0","0","0"
"199_0ml-6","774.02","161.71","406.26","107.22","207.53","186.66","33.74","40.91","180.3","56.12","115.69","10.37","21.03","20.93","44.39","153.55","16.71","7.08","2622","31.5","0","0","7.34","0","0","0"
"199_0ml-7","773.25","161.71","406.26","105.53","207.53","183.15","32.83","40.09","176.84","56.12","108.71","10.37","21.03","20.13","44.39","151.35","16.71","7.08","2628","31.5","0","0","7.17","0","0","0"
"199_0ml-8","774.02","161.71","406.26","100.47","207.53","170.52","31.01","37.63","164.12","56.12","109.71","10.02","20.22","20.13","45.25","151.35","16.71","7.08","2641","31.5","0","0","7.17","0","0","0"
"199_0ml-9","774.02","161.71","406.26","105.53","207.53","183.15","32.83","40.09","176.84","56.12","109.71","10.37","21.03","20.93","44.39","151.35","16.71","7.08","2630","31.5","0","0","7.17","0","0","0"
"204_0ml-1","741.7","154.05","384.49","98.78","190.3","167.71","32.83","38.86","159.5","54.24","93.75","10.02","17.8","16.91","38.42","119.31","16.13","7.08","2615","37.9","0","0","7.37","0","0","0"
"204_0ml-10","740.93","155.01","384.49","100.47","190.3","170.52","33.29","39.68","161.81","54.24","99.74","10.02","18.61","16.91","38.42","120.41","16.13","7.08","2747","37.9","0","0","7.3","0","0","0"
"204_0ml-2","742.47","155.01","384.49","100.47","190.3","171.92","33.74","40.09","164.12","54.24","99.74","10.02","18.61","16.91","38.42","121.52","16.13","7.08","2704","37.9","0","0","7.35","0","0","0"
"204_0ml-3","741.7","155.01","384.49","93.71","190.3","159.29","31.46","37.23","151.41","54.62","100.73","9.66","16.99","16.1","38.42","112.68","16.13","6.2","2654","37.9","0","0","7.35","0","0","0"
"204_0ml-4","741.7","155.01","385.4","101.31","190.3","173.32","34.2","40.5","165.28","54.62","100.73","10.37","18.61","16.91","38.42","121.52","16.13","7.08","2655","37.9","0","0","7.35","0","0","0"
"204_0ml-5","741.7","155.01","385.4","101.31","190.3","172.62","33.74","40.09","164.12","54.62","100.73","10.02","18.61","16.91","38.42","121.52","16.13","7.08","2646","37.9","0","0","7.35","0","0","0"
"204_0ml-6","742.47","155.01","384.49","101.31","190.3","172.62","33.74","40.09","164.12","54.62","99.74","10.37","18.61","16.91","38.42","121.52","16.13","7.08","2626","37.9","0","0","7.3","0","0","0"
"204_0ml-7","741.7","155.01","384.49","100.47","190.3","171.22","33.74","40.09","162.97","54.24","100.73","10.37","18.61","16.91","38.42","120.41","16.13","7.08","2644","37.9","0","0","7.3","0","0","0"
"204_0ml-8","741.7","155.01","384.49","108.91","190.3","186.66","36.48","43.36","176.84","54.62","100.73","11.09","20.22","18.52","38.42","129.25","16.13","7.08","2658","37.9","0","0","7.3","0","0","0"
"204_0ml-9","741.7","155.01","384.49","108.07","190.3","185.95","36.48","42.95","176.84","54.24","100.73","10.73","20.22","18.52","38.42","128.15","16.13","7.08","2646","37.9","0","0","7.3","0","0","0"
"205_0ml-1","856.34","192.33","477.9","110.6","242.74","187.36","33.74","39.68","183.77","60.27","126.67","10.02","22.65","20.93","49.52","154.66","19.59","7.08","2628","38.4","0","0","7.37","0","0","0"
"205_0ml-10","854.81","191.37","476.99","121.57","242.74","207.71","37.39","43.77","203.42","60.27","132.65","11.09","24.27","22.54","49.52","167.92","19.59","7.97","2644","38.4","0","0","7.36","0","0","0"
"205_0ml-2","855.58","191.37","476.99","119.89","242.74","205.6","37.39","43.77","202.26","60.27","132.65","11.09","24.27","22.54","49.52","166.81","19.59","7.97","2642","38.4","0","0","7.37","0","0","0"
"205_0ml-3","855.58","191.37","476.99","118.2","242.74","202.09","36.02","42.54","198.8","60.27","126.67","10.73","24.27","22.54","49.52","164.6","19.59","7.97","2675","38.4","0","0","7.37","0","0","0"
"205_0ml-4","855.58","191.37","476.99","118.2","242.74","202.09","36.02","42.54","198.8","60.27","125.67","10.73","24.27","21.74","49.52","163.5","19.59","7.97","2626","38.4","0","0","7.37","0","0","0"
"205_0ml-5","855.58","191.37","476.99","117.35","242.74","201.39","36.02","42.54","197.64","60.27","125.67","10.73","24.27","21.74","49.52","163.5","19.59","7.97","2643","38.4","0","0","7.35","0","0","0"
"205_0ml-6","855.58","192.33","476.99","108.91","242.74","185.25","33.29","39.27","181.46","60.27","133.65","10.02","22.65","20.93","49.52","153.55","19.59","7.08","2590","38.4","0","0","7.35","0","0","0"
"205_0ml-7","855.58","192.33","476.99","109.75","241.99","186.66","33.29","39.68","182.62","60.27","125.67","10.02","22.65","20.93","49.52","154.66","19.59","7.08","2673","38.4","0","0","7.35","0","0","0"
"205_0ml-8","855.58","191.37","476.99","118.2","241.99","202.09","36.02","42.54","197.64","60.27","125.67","10.73","24.27","21.74","49.52","164.6","19.59","7.97","2640","38.4","0","0","7.36","0","0","0"
"205_0ml-9","854.81","191.37","476.99","121.57","241.99","208.41","37.39","43.77","204.58","59.89","133.65","11.09","24.27","22.54","49.52","167.92","19.59","7.97","2641","38.4","0","0","7.36","0","0","0"
"207_0ml-1","712.47","146.4","367.26","95.4","172.32","161.39","26.9","31.91","130.61","43.69","88.77","8.59","16.18","16.1","32.44","112.68","13.83","7.08","2618","37.7","0","0","7.31","0","0","0"
"207_0ml-10","711.7","146.4","368.17","94.56","172.32","160.69","26.9","31.5","129.45","43.69","88.77","8.59","16.18","16.1","32.44","106.05","13.83","6.2","2644","37.7","0","0","7.46","0","0","0"
"207_0ml-2","712.47","146.4","367.26","92.87","172.32","160.69","26.9","31.5","129.45","43.69","89.76","8.59","16.18","16.1","32.44","106.05","13.83","6.2","2648","37.7","0","0","7.31","0","0","0"
"207_0ml-3","712.47","146.4","368.17","92.87","172.32","160.69","26.9","31.5","129.45","44.07","88.77","8.59","16.18","16.1","32.44","104.95","13.83","6.2","2650","37.7","0","0","7.31","0","0","0"
"207_0ml-4","712.47","146.4","368.17","93.71","173.06","162.8","26.9","31.91","131.76","44.07","88.77","8.59","16.99","16.1","32.44","106.05","13.83","6.2","2692","37.7","0","0","7.44","0","0","0"
"207_0ml-5","711.7","146.4","367.26","92.02","173.06","157.89","26.45","31.09","128.29","44.07","82.78","8.23","16.18","15.3","32.44","103.84","13.83","6.2","2647","37.7","0","0","7.44","0","0","0"
"207_0ml-6","712.47","146.4","368.17","94.56","173.06","162.8","26.9","31.91","131.76","43.69","89.76","8.59","16.99","16.1","32.44","107.16","13.83","6.2","2637","37.7","0","0","7.44","0","0","0"
"207_0ml-7","712.47","146.4","367.26","93.71","172.32","162.1","26.9","31.91","131.76","43.69","88.77","8.59","16.18","16.1","32.44","106.05","13.83","6.2","2651","37.7","0","0","7.44","0","0","0"
"207_0ml-8","711.7","146.4","367.26","86.96","172.32","149.46","25.08","29.45","120.2","43.69","89.76","8.23","15.37","14.49","32.44","99.42","13.83","6.2","2655","37.7","0","0","7.46","0","0","0"
"207_0ml-9","712.47","146.4","367.26","92.87","172.32","160.69","26.9","31.91","129.45","43.69","88.77","8.59","16.18","16.1","32.44","104.95","13.83","6.2","2643","37.7","0","0","7.46","0","0","0"
"209_0ml-1","705.54","142.57","360.01","99.62","169.32","172.62","28.73","33.95","135.23","43.32","81.78","8.94","16.99","16.1","30.73","103.84","13.25","7.08","2640","36.7","0","0","7.39","0","0","0"
"209_0ml-10","704.77","143.53","359.1","92.02","169.32","158.59","26.9","31.5","124.83","43.32","81.78","8.23","15.37","15.3","30.73","97.21","13.83","6.2","2614","36.7","0","0","7.09","0","0","0"
"209_0ml-2","705.54","143.53","360.01","93.71","169.32","159.29","26.9","31.91","124.83","43.32","80.79","8.23","16.18","15.3","30.73","97.21","13.25","6.2","2638","36.7","0","0","7.39","0","0","0"
"209_0ml-3","705.54","143.53","360.01","86.11","169.32","143.85","24.62","29.04","113.27","43.32","75.8","7.87","14.56","14.49","30.73","95","13.83","6.2","2642","36.7","0","0","7.39","0","0","0"
"209_0ml-4","704.77","143.53","360.01","92.02","169.32","158.59","26.9","31.91","124.83","43.32","81.78","8.23","15.37","15.3","30.73","97.21","13.83","6.2","2635","36.7","0","0","7.09","0","0","0"
"209_0ml-5","705.54","143.53","360.01","90.34","169.32","155.78","26.45","31.09","122.51","43.32","75.8","8.23","15.37","15.3","30.73","95","13.83","6.2","2643","36.7","0","0","7.09","0","0","0"
"209_0ml-6","704.77","143.53","359.1","85.27","169.32","145.96","24.62","29.04","114.42","43.32","81.78","7.51","14.56","14.49","30.73","90.59","13.83","6.2","2625","36.7","0","0","7.09","0","0","0"
"209_0ml-7","704.77","143.53","359.1","90.34","169.32","155.78","26.45","31.09","122.51","43.32","75.8","8.23","15.37","15.3","30.73","95","13.83","6.2","2639","36.7","0","0","7.09","0","0","0"
"209_0ml-8","704.77","143.53","359.1","90.34","169.32","155.78","26.45","31.09","122.51","43.32","75.8","8.23","15.37","15.3","30.73","95","13.83","6.2","2643","36.7","0","0","7.09","0","0","0"
"209_0ml-9","704.77","143.53","359.1","92.87","169.32","159.99","26.9","31.91","125.98","43.32","81.78","8.23","16.18","15.3","30.73","97.21","13.83","6.2","2726","36.7","0","0","7.09","0","0","0"
"213_0ml-1","903.28","205.72","516.89","124.95","262.97","216.13","39.67","47.86","238.09","67.8","146.61","12.16","27.51","24.15","58.91","199.95","22.47","7.97","2648","38.1","0","0","7.24","0","0","0"
"213_0ml-10","889.43","201.89","506.92","125.8","256.98","216.13","39.67","47.86","235.78","66.67","149.61","12.52","27.51","24.15","57.2","198.85","21.89","7.97","2662","38.1","0","0","7.37","0","0","0"
"213_0ml-2","901.74","205.72","515.98","119.04","262.22","202.79","37.39","45","223.07","67.42","153.59","11.81","25.89","23.35","58.05","190.01","22.47","7.97","2648","38.1","0","0","7.24","0","0","0"
"213_0ml-3","892.51","202.85","509.64","122.42","257.72","212.62","39.21","47.04","232.32","67.05","143.62","12.16","26.7","23.35","57.2","194.43","21.89","7.97","2647","38.1","0","0","7.24","0","0","0"
"213_0ml-4","889.43","201.89","507.82","122.42","256.98","211.92","38.76","46.63","231.16","66.67","142.62","12.16","25.89","23.35","57.2","194.43","21.89","7.97","2617","38.1","0","0","7.31","0","0","0"
"213_0ml-5","889.43","201.89","506.92","124.95","256.98","218.23","40.13","48.27","238.09","66.67","149.61","12.52","26.7","24.15","57.2","198.85","21.89","7.97","2645","38.1","0","0","7.31","0","0","0"
"213_0ml-6","889.43","201.89","506.92","116.51","256.98","202.09","37.39","44.59","220.76","66.67","150.6","11.45","25.08","22.54","57.2","187.8","21.89","7.97","2698","38.1","0","0","7.31","0","0","0"
"213_0ml-7","889.43","201.89","507.82","122.42","256.98","213.32","39.21","47.45","232.32","66.67","151.6","12.16","26.7","24.15","57.2","194.43","21.89","7.97","2609","38.1","0","0","7.31","0","0","0"
"213_0ml-8","889.43","201.89","507.82","124.95","256.98","217.53","39.67","47.86","238.09","66.67","150.6","12.52","27.51","24.15","57.2","198.85","21.89","7.97","2641","38.1","0","0","7.37","0","0","0"
"213_0ml-9","889.43","201.89","507.82","122.42","256.98","211.92","38.76","47.04","231.16","66.67","142.62","12.16","26.7","24.15","57.2","194.43","21.89","7.97","2695","38.1","0","0","7.37","0","0","0"
"215_0ml-1","766.32","163.62","409.89","104.69","203.03","183.15","32.83","38.86","181.46","53.11","110.71","10.37","21.03","20.13","42.69","139.19","16.71","7.08","2649","38.3","0","0","8.07","0","0","0"
"215_0ml-10","766.32","164.58","409.89","97.93","203.03","169.11","30.55","36","168.75","53.11","109.71","9.66","19.42","18.52","42.69","131.46","16.71","6.2","2649","38.3","0","0","7.97","0","0","0"
"215_0ml-2","767.09","164.58","409.89","105.53","203.03","183.15","32.83","38.86","182.62","53.11","110.71","10.37","21.03","20.13","42.69","139.19","16.71","7.08","2645","38.3","0","0","8.07","0","0","0"
"215_0ml-3","767.09","164.58","409.89","103.84","203.03","180.34","32.83","38.86","179.15","53.11","110.71","10.37","21.03","19.32","42.69","136.98","16.71","7.08","2650","38.3","0","0","8.07","0","0","0"
"215_0ml-4","766.32","164.58","409.89","101.31","203.03","175.43","31.46","37.63","174.53","53.11","110.71","10.02","20.22","19.32","42.69","134.77","16.71","7.08","2648","38.3","0","0","8.07","0","0","0"
"215_0ml-5","766.32","164.58","409.89","105.53","203.03","183.15","32.83","38.86","181.46","53.11","111.71","10.37","21.03","20.13","42.69","138.09","16.71","7.08","2656","38.3","0","0","8.02","0","0","0"
"215_0ml-6","766.32","164.58","409.89","102.16","203.03","177.53","31.92","38.04","176.84","53.11","104.72","10.02","21.03","19.32","42.69","135.88","16.71","7.08","2657","38.3","0","0","8.02","0","0","0"
"215_0ml-7","766.32","164.58","409.89","105.53","203.03","183.85","32.83","39.27","182.62","53.11","109.71","10.37","21.03","20.13","42.69","139.19","16.71","7.08","2645","38.3","0","0","8.02","0","0","0"
"215_0ml-8","766.32","164.58","409.89","103","203.03","177.53","31.92","37.63","176.84","53.11","104.72","10.02","20.22","19.32","42.69","135.88","16.71","7.08","2643","38.3","0","0","8.02","0","0","0"
"215_0ml-9","766.32","164.58","409.89","97.09","203.03","167.71","30.09","35.59","166.43","53.11","110.71","9.66","19.42","18.52","42.69","128.15","16.71","6.2","2645","38.3","0","0","7.97","0","0","0"
"216_0ml-1","845.57","188.5","471.55","116.51","238.25","209.81","33.74","40.91","246.18","57.25","151.6","11.45","28.31","25.76","61.47","209.89","20.16","7.97","2663","37.9","0","0","7.46","0","0","0"
"216_0ml-10","844.03","188.5","471.55","116.51","238.25","207.01","33.29","40.91","242.72","57.25","150.6","11.09","28.31","24.96","61.47","207.69","20.16","7.97","2650","37.8","0","0","7.12","0","0","0"
"216_0ml-2","844.8","187.54","470.64","124.11","238.25","225.25","36.02","44.18","263.52","57.25","150.6","11.81","29.93","26.57","59.76","220.94","20.16","7.97","2653","37.9","0","0","7.46","0","0","0"
"216_0ml-3","844.8","188.5","471.55","116.51","238.25","209.11","33.74","41.32","245.03","57.25","149.61","11.45","28.31","25.76","61.47","208.79","20.16","7.08","2667","37.9","0","0","7.14","0","0","0"
"216_0ml-4","844.03","188.5","470.64","116.51","238.25","209.11","33.74","40.91","245.03","57.25","150.6","11.09","28.31","25.76","61.47","208.79","20.74","7.08","2654","37.9","0","0","7.14","0","0","0"
"216_0ml-5","844.03","188.5","470.64","115.66","238.25","209.11","33.74","40.91","245.03","57.25","150.6","11.09","28.31","25.76","61.47","208.79","20.74","7.08","2634","37.8","0","0","7.14","0","0","0"
"216_0ml-6","844.03","188.5","470.64","113.13","238.25","203.5","32.83","40.09","238.09","57.25","142.62","11.09","27.51","24.96","60.62","203.27","20.16","7.08","2648","37.8","0","0","7.14","0","0","0"
"216_0ml-7","844.03","188.5","470.64","115.66","238.25","209.11","33.74","40.91","245.03","57.25","150.6","11.45","28.31","25.76","60.62","208.79","20.16","7.97","2618","37.8","0","0","7.12","0","0","0"
"216_0ml-8","844.03","188.5","470.64","113.13","237.5","203.5","32.83","39.68","238.09","57.25","142.62","11.09","26.7","24.15","60.62","202.16","20.16","7.08","2648","37.9","0","0","7.12","0","0","0"
"216_0ml-9","843.26","188.5","470.64","115.66","238.25","209.11","33.74","40.91","245.03","57.25","150.6","11.09","27.51","24.96","60.62","207.69","20.16","7.97","2634","37.9","0","0","7.12","0","0","0"
"218_0ml-1","720.93","148.31","368.17","102.16","176.06","176.13","27.81","33.54","144.47","43.32","87.77","8.94","17.8","17.71","33.3","112.68","14.4","7.08","2656","38.4","0","0","7.8","0","0","0"
"218_0ml-10","718.62","147.35","367.26","92.87","175.31","159.29","25.53","30.27","130.61","42.94","81.78","8.23","16.18","16.1","33.3","102.74","14.4","6.2","2672","38.4","0","0","6.95","0","0","0"
"218_0ml-2","720.16","148.31","368.17","93.71","176.06","159.99","25.53","30.68","131.76","43.32","82.78","8.23","16.18","16.1","33.3","102.74","14.4","6.2","2656","38.4","0","0","7.8","0","0","0"
"218_0ml-3","720.16","147.35","368.17","95.4","176.06","164.2","25.99","31.5","135.23","43.32","87.77","8.59","16.99","16.1","33.3","106.05","14.4","6.2","2649","38.4","0","0","7.4","0","0","0"
"218_0ml-4","719.39","147.35","367.26","95.4","176.06","164.2","25.99","31.09","134.07","43.32","87.77","8.59","16.99","16.1","33.3","104.95","14.4","6.2","2618","38.4","0","0","7.4","0","0","0"
"218_0ml-5","719.39","147.35","367.26","95.4","176.06","164.2","26.45","31.5","135.23","43.32","87.77","8.59","16.99","16.1","33.3","106.05","14.4","6.2","2685","38.4","0","0","7.4","0","0","0"
"218_0ml-6","719.39","148.31","367.26","96.25","176.06","165.6","26.45","31.5","135.23","43.32","87.77","8.59","16.99","16.1","33.3","106.05","14.4","7.08","2650","38.4","0","0","7.4","0","0","0"
"218_0ml-7","718.62","147.35","367.26","95.4","176.06","164.2","26.45","31.09","134.07","42.94","87.77","8.59","16.99","16.1","33.3","106.05","14.4","6.2","2657","38.4","0","0","6.95","0","0","0"
"218_0ml-8","719.39","147.35","367.26","95.4","175.31","164.2","25.99","31.09","134.07","43.32","86.77","8.59","16.99","16.1","33.3","104.95","14.4","6.2","2661","38.4","0","0","6.95","0","0","0"
"218_0ml-9","719.39","147.35","367.26","91.18","176.06","155.78","25.08","29.86","127.14","42.94","88.77","8.23","16.18","15.3","33.3","101.63","14.4","6.2","2652","38.4","0","0","6.95","0","0","0"
"23_0ml-1","770.17","163.62","410.79","108.91","217.27","184.55","26.45","33.54","220.76","52.36","119.68","10.73","26.7","21.74","52.08","171.23","26.5","7.97","2651","37.4","0","0","7.55","0","0","0"
"23_0ml-10","768.63","163.62","410.79","103","217.27","174.02","25.08","31.5","208.04","51.98","126.67","10.02","25.08","20.13","51.22","162.39","26.5","7.08","2643","37.4","0","0","7.88","0","0","0"
"23_0ml-2","770.17","163.62","410.79","112.29","217.27","190.16","27.36","34.36","227.69","51.98","125.67","10.73","27.51","22.54","51.22","173.44","26.5","7.97","2674","37.4","0","0","7.55","0","0","0"
"23_0ml-3","769.4","163.62","410.79","111.44","217.27","189.46","27.36","34.36","227.69","52.36","126.67","11.09","27.51","22.54","52.08","173.44","26.5","7.97","2643","37.4","0","0","7.55","0","0","0"
"23_0ml-4","769.4","163.62","410.79","108.91","217.27","183.85","26.45","32.73","219.6","51.6","119.68","10.37","26.7","21.74","51.22","169.02","26.5","7.97","2631","37.4","0","0","7.73","0","0","0"
"23_0ml-5","769.4","163.62","410.79","101.31","217.27","169.81","24.62","30.68","203.42","51.98","119.68","9.66","25.08","20.13","51.22","157.97","26.5","7.08","2655","37.4","0","0","7.73","0","0","0"
"23_0ml-6","769.4","163.62","410.79","108.07","217.27","183.15","26.45","33.13","219.6","51.98","118.69","10.37","26.7","21.74","51.22","169.02","26.5","7.97","2651","37.4","0","0","7.73","0","0","0"
"23_0ml-7","768.63","163.62","410.79","111.44","216.52","188.76","26.9","33.95","226.54","51.98","126.67","10.73","27.51","21.74","51.22","172.33","26.5","7.97","2648","37.4","0","0","7.73","0","0","0"
"23_0ml-8","769.4","163.62","410.79","112.29","216.52","190.87","27.36","33.95","227.69","51.98","124.67","10.73","27.51","22.54","51.22","173.44","26.5","7.97","2644","37.4","0","0","7.88","0","0","0"
"23_0ml-9","769.4","163.62","409.89","110.6","217.27","188.06","26.9","33.54","225.38","51.98","126.67","10.73","26.7","21.74","51.22","171.23","26.5","7.97","2644","37.4","0","0","7.88","0","0","0"
"27_0ml-1","740.16","153.1","386.31","103.84","189.55","178.94","31.46","38.04","161.81","53.11","101.73","10.02","19.42","18.52","39.27","139.19","15.55","7.08","2634","33.6","0","0","8.02","0","0","0"
"27_0ml-10","740.16","153.1","386.31","102.16","189.55","178.94","31.46","37.63","161.81","53.11","101.73","10.02","19.42","18.52","38.42","131.46","15.55","7.08","2643","33.6","0","0","7.92","0","0","0"
"27_0ml-2","740.16","153.1","386.31","101.31","189.55","178.94","31.46","37.63","161.81","53.11","101.73","10.02","19.42","18.52","38.42","131.46","15.55","7.08","2591","33.6","0","0","8.02","0","0","0"
"27_0ml-3","740.16","153.1","386.31","102.16","189.55","178.94","31.46","37.63","161.81","53.11","101.73","10.02","19.42","18.52","38.42","132.57","15.55","7.08","2633","33.6","0","0","7.97","0","0","0"
"27_0ml-4","740.16","153.1","386.31","102.16","189.55","178.94","31.46","38.04","161.81","53.11","100.73","10.02","19.42","18.52","39.27","131.46","15.55","7.08","2636","33.6","0","0","7.97","0","0","0"
"27_0ml-5","740.16","153.1","386.31","102.16","189.55","178.94","31.46","38.04","161.81","53.11","101.73","10.02","19.42","18.52","39.27","131.46","15.55","7.08","2615","33.6","0","0","7.97","0","0","0"
"27_0ml-6","740.16","153.1","386.31","98.78","189.55","174.02","30.55","36.82","157.19","53.11","96.74","9.66","19.42","18.52","39.27","128.15","15.55","7.08","2634","33.6","0","0","7.97","0","0","0"
"27_0ml-7","739.4","153.1","386.31","98.78","189.55","174.02","30.55","36.82","157.19","53.11","95.75","9.66","18.61","17.71","38.42","128.15","15.55","7.08","2631","33.6","0","0","7.92","0","0","0"
"27_0ml-8","740.16","153.1","386.31","102.16","189.55","179.64","31.46","38.04","161.81","53.11","101.73","10.02","19.42","18.52","38.42","131.46","15.55","7.08","2633","33.6","0","0","7.92","0","0","0"
"27_0ml-9","740.16","153.1","386.31","109.75","189.55","192.97","33.74","40.91","174.53","53.11","101.73","10.73","21.03","20.13","38.42","140.3","15.55","7.08","2620","33.6","0","0","7.92","0","0","0"
"29_0ml-1","782.48","164.58","400.82","102.16","205.28","165.6","30.09","36","176.84","53.86","113.7","10.37","19.42","18.52","44.39","140.3","18.43","7.08","2649","38.5","0","0","7.54","0","0","0"
"29_0ml-10","781.71","164.58","400.82","106.38","205.28","173.32","31.01","37.63","184.93","53.49","106.72","10.37","20.22","18.52","44.39","143.61","18.43","7.08","2651","38.5","0","0","8.02","0","0","0"
"29_0ml-2","782.48","164.58","400.82","102.16","205.28","165.6","30.09","36","176.84","53.86","113.7","10.37","19.42","17.71","44.39","139.19","18.43","7.08","2657","38.5","0","0","7.54","0","0","0"
"29_0ml-3","781.71","164.58","400.82","106.38","205.28","174.02","31.46","37.63","186.08","53.49","106.72","10.73","20.22","18.52","44.39","143.61","18.43","7.08","2639","38.5","0","0","7.54","0","0","0"
"29_0ml-4","780.94","164.58","400.82","106.38","205.28","173.32","31.01","37.63","184.93","53.49","106.72","10.37","20.22","18.52","44.39","143.61","18.43","7.08","2653","38.5","0","0","8.07","0","0","0"
"29_0ml-5","780.94","164.58","400.82","106.38","205.28","173.32","31.46","37.63","184.93","53.49","106.72","10.37","20.22","18.52","44.39","143.61","18.43","7.08","2643","38.5","0","0","8.07","0","0","0"
"29_0ml-6","781.71","164.58","400.82","116.51","205.28","191.57","34.2","41.32","204.58","53.49","113.7","11.45","21.84","20.13","44.39","155.76","18.43","7.97","2658","38.5","0","0","8.07","0","0","0"
"29_0ml-7","781.71","164.58","400.82","109.75","205.28","176.83","31.92","38.45","188.39","53.49","113.7","10.73","21.03","19.32","44.39","146.93","18.43","7.08","2659","38.5","0","0","8.07","0","0","0"
"29_0ml-8","781.71","164.58","400.82","106.38","204.53","173.32","31.01","37.63","184.93","53.49","106.72","10.37","20.22","18.52","44.39","143.61","18.43","7.08","2654","38.5","0","0","8.02","0","0","0"
"29_0ml-9","781.71","164.58","400.82","106.38","204.53","173.32","31.46","37.63","184.93","53.49","106.72","10.37","20.22","18.52","44.39","143.61","18.43","7.08","2611","38.5","0","0","8.02","0","0","0"
"4_0ml-1","749.4","157.88","396.28","99.62","190.3","176.13","28.27","33.54","152.57","48.21","106.72","8.94","18.61","18.52","40.13","144.72","14.98","7.08","2645","35.5","0","0","7.17","0","0","0"
"4_0ml-10","747.09","156.92","396.28","98.78","189.55","175.43","28.27","33.54","151.41","48.21","106.72","8.94","18.61","18.52","40.13","144.72","14.98","7.08","2701","35.5","0","0","7.03","0","0","0"
"4_0ml-2","748.63","157.88","396.28","102.16","189.55","181.74","29.18","34.77","157.19","48.21","112.7","9.3","19.42","18.52","39.27","148.03","14.98","7.08","2632","35.5","0","0","7.17","0","0","0"
"4_0ml-3","747.86","156.92","396.28","99.62","189.55","176.83","28.27","33.54","152.57","48.21","106.72","8.94","18.61","18.52","39.27","144.72","14.98","7.08","2639","35.5","0","0","7.17","0","0","0"
"4_0ml-4","747.09","156.92","396.28","102.16","189.55","182.45","29.18","34.77","157.19","48.21","112.7","9.3","19.42","19.32","39.27","149.14","14.98","7.08","2602","35.5","0","0","7.07","0","0","0"
"4_0ml-5","747.09","156.92","396.28","100.47","189.55","179.64","29.18","34.77","154.88","48.21","113.7","9.3","19.42","18.52","39.27","146.93","14.98","7.08","2642","35.5","0","0","7.07","0","0","0"
"4_0ml-6","747.09","156.92","396.28","100.47","189.55","179.64","29.18","34.36","154.88","48.21","112.7","9.3","19.42","18.52","40.13","146.93","14.98","7.08","2646","35.5","0","0","7.07","0","0","0"
"4_0ml-7","747.09","156.92","396.28","99.62","189.55","176.13","28.27","33.95","152.57","48.21","106.72","8.94","19.42","18.52","40.13","145.82","14.98","7.08","2643","35.5","0","0","7.07","0","0","0"
"4_0ml-8","747.86","157.88","396.28","91.18","189.55","161.39","25.99","31.09","139.85","48.21","106.72","8.23","17.8","16.91","39.27","134.77","14.98","6.2","2645","35.5","0","0","7.03","0","0","0"
"4_0ml-9","747.09","156.92","396.28","98.78","189.55","176.13","28.27","33.54","152.57","48.21","106.72","8.94","19.42","18.52","40.13","144.72","14.98","7.08","2645","35.5","0","0","7.03","0","0","0"
"45_0ml-1","764.02","163.62","413.51","101.31","200.04","188.76","31.01","37.23","169.9","50.85","122.68","9.3","25.89","25.76","46.96","154.66","15.55","7.08","2519","37.9","0","0","6.98","0","0","0"
"45_0ml-10","766.32","164.58","416.23","94.56","200.79","175.43","28.73","34.77","158.34","51.23","125.67","8.59","22.65","22.54","46.1","148.03","15.55","6.2","2520","37.9","0","0","8.07","0","0","0"
"45_0ml-2","767.09","165.53","416.23","98.78","200.79","185.25","30.09","36.41","167.59","51.23","118.69","8.94","25.08","24.96","46.96","154.66","15.55","7.08","2524","37.9","0","0","6.98","0","0","0"
"45_0ml-3","767.09","164.58","416.23","99.62","200.79","184.55","30.09","36.41","166.43","51.23","118.69","8.94","24.27","24.15","46.1","154.66","15.55","7.08","2526","37.9","0","0","6.98","0","0","0"
"45_0ml-4","767.09","164.58","416.23","103.84","200.79","190.16","31.46","37.63","172.21","51.23","125.67","9.3","25.08","24.96","46.1","166.81","15.55","7.08","2554","37.9","0","0","7.76","0","0","0"
"45_0ml-5","766.32","165.53","416.23","109.75","200.79","206.3","33.74","40.5","186.08","51.23","125.67","9.66","26.7","26.57","46.1","167.92","15.55","7.08","2541","37.9","0","0","7.76","0","0","0"
"45_0ml-6","766.32","164.58","416.23","108.91","200.04","203.5","33.29","39.68","183.77","51.23","125.67","9.66","25.89","25.76","46.1","166.81","15.55","7.08","2538","37.9","0","0","7.76","0","0","0"
"45_0ml-7","766.32","164.58","415.33","99.62","200.79","185.25","30.09","36.41","166.43","51.23","118.69","8.94","24.27","24.15","46.1","153.55","15.55","7.08","2520","37.9","0","0","7.76","0","0","0"
